λ,alta_E,bassa-esp_E,Raw_E
527.851,1085.03,252.865,23.0712
527.936,955.413,196.631,28.0776
528.02,933.165,212.583,13.2029
528.104,947.253,207.51,30.5679
528.189,979.574,209.645,19.4705
528.273,949.995,174.593,14.7407
528.358,913.407,206.052,15.5636
528.442,810.033,157.945,14.5887
528.526,752.978,149.095,20.0662
528.611,706.703,139.24,0.0
528.695,662.861,124.792,19.5148
528.779,706.114,163.601,48.5687
528.864,690.874,136.767,25.9558
528.948,734.217,182.338,29.4311
529.032,716.505,146.08,28.6497
529.117,692.774,126.884,39.5975
529.201,655.324,132.27,37.647
529.286,600.043,119.849,53.6355
529.37,543.724,83.0317,26.2616
529.454,540.107,108.407,40.9407
529.539,514.536,106.374,20.2849
529.623,540.699,102.48,40.1671
529.707,581.694,84.2798,57.1323
529.792,534.115,113.184,5.73046
529.876,489.889,97.3934,27.3132
529.96,432.673,78.1807,22.7991
530.045,378.354,78.3514,18.9973
530.129,321.0,50.3027,15.4381
530.213,299.286,46.3555,17.7539
530.298,270.796,40.8569,2.64348
530.382,254.881,40.0774,45.1652
530.466,232.953,38.0002,51.3627
530.551,242.045,43.5652,41.0673
530.635,192.316,29.6987,17.0061
530.719,236.608,42.2644,15.6963
530.804,215.197,39.3031,50.5369
530.888,220.734,31.4619,42.1476
530.972,191.86,28.7008,56.691
531.057,238.278,30.2973,32.112
531.141,216.238,37.0066,15.8065
531.225,224.087,30.6795,45.5003
531.31,246.08,38.8524,23.5299
531.394,207.324,21.6962,33.6532
531.478,209.193,45.9963,39.3449
531.563,194.023,25.3555,47.1128
531.647,216.459,26.4301,38.1463
531.731,224.705,33.9816,55.9495
531.816,193.298,39.4847,33.5536
531.9,194.553,44.3709,38.9039
531.984,231.943,22.4467,44.6188
532.068,210.758,22.064,8.9611
532.153,232.392,38.3803,36.3298
532.237,246.408,37.1197,39.1495
532.321,238.029,40.3875,40.3285
532.406,226.961,28.7226,43.4597
532.49,265.401,35.6732,31.6552
532.574,282.991,34.8988,43.7836
532.659,366.901,51.6132,56.9698
532.743,476.349,65.1545,38.6227
532.827,571.35,77.2856,50.0649
532.911,741.49,119.159,6.1207
532.996,973.209,187.752,11.468
533.08,1352.42,231.066,33.2322
533.164,1660.37,291.763,46.544
533.249,1844.09,319.025,12.3549
533.333,1674.03,311.173,12.4212
533.417,1433.6,262.201,53.524
533.501,889.598,162.013,17.695
533.586,519.386,90.7633,19.9468
533.67,286.606,47.5056,7.25847
533.754,226.206,27.3974,31.2358
533.838,232.082,46.7496,29.193
533.923,233.496,38.6647,19.1376
534.007,241.962,35.5735,42.8957
534.091,242.202,27.4561,17.7406
534.175,218.06,23.5527,17.0819
534.26,247.903,47.8544,66.0396
534.344,220.038,32.4137,51.2819
534.428,229.518,23.6037,37.5519
534.513,212.009,6.34579,25.5037
534.597,205.727,36.7078,39.4284
534.681,202.392,21.6284,41.5552
534.765,205.351,28.1428,36.0488
534.85,199.597,29.8412,46.4056
534.934,209.705,2.60176,15.2806
535.018,213.15,43.9355,35.9289
535.102,226.397,27.0618,15.3159
535.187,232.496,33.9004,53.3631
535.271,223.811,39.4019,33.7556
535.355,225.696,31.5433,34.5491
535.439,231.55,9.2782,27.5681
535.523,210.01,30.056,3.2981
535.608,187.982,49.6407,18.1339
535.692,229.522,19.3266,19.806
535.776,201.462,37.6283,30.7945
535.86,197.288,26.5344,23.0713
535.945,217.806,15.3365,51.2346
536.029,203.749,32.03,31.9898
536.113,196.54,25.0659,51.268
536.197,199.491,39.3127,36.4693
536.282,187.435,26.7338,27.1447
536.366,203.408,13.7192,16.3563
536.45,192.222,31.8556,22.374
536.534,216.56,21.7703,34.4236
536.618,221.836,30.2109,23.5887
536.703,192.841,33.86,22.7195
536.787,224.345,58.5519,20.9099
536.871,202.499,26.0935,13.2636
536.955,215.365,34.1326,35.6866
537.039,232.263,28.0663,15.1739
537.124,203.374,25.9993,13.5924
537.208,208.038,18.7615,34.9135
537.292,182.863,27.3155,26.9409
537.376,203.408,47.6048,16.903
537.46,211.707,40.3587,15.9174
537.545,222.749,23.5566,32.6936
537.629,217.326,47.0845,46.6589
537.713,194.386,20.267,26.1763
537.797,170.204,19.9509,29.3012
537.881,206.903,42.5718,37.3279
537.966,192.078,13.699,29.8757
538.05,174.372,34.2438,37.8383
538.134,196.858,5.0121,35.4747
538.218,205.286,35.1851,32.4346
538.302,194.725,27.9746,52.4566
538.386,171.123,44.4418,18.7506
538.471,175.082,7.36216,44.2821
538.555,192.431,42.5462,16.3022
538.639,190.627,38.5046,38.8014
538.723,166.344,7.48548,41.2788
538.807,144.544,17.7051,31.7666
538.892,198.108,16.6674,51.4705
538.976,127.716,15.5186,23.9496
539.06,170.281,21.0961,55.5919
539.144,170.942,41.7691,38.2308
539.228,179.901,36.4948,46.371
539.312,194.644,28.9674,35.7185
539.397,176.553,6.80256,36.1957
539.481,164.288,46.595,44.1378
539.565,180.892,13.8171,41.8999
539.649,159.231,2.27556,24.3349
539.733,170.014,20.8437,29.1106
539.817,167.313,14.0146,39.5173
539.901,148.823,28.9968,15.839
539.986,185.165,12.0428,77.8495
540.07,163.076,31.9637,30.9109
540.154,174.134,27.6153,55.3491
540.238,160.382,16.4585,33.9514
540.322,129.08,16.6415,4.28749
540.406,170.308,27.3581,25.3092
540.49,181.005,0.605736,16.3452
540.575,168.649,16.7578,52.3224
540.659,187.748,27.6835,74.1515
540.743,169.998,14.9373,56.6747
540.827,162.528,22.9532,6.6065
540.911,179.85,21.1891,28.57
540.995,166.444,13.3873,31.2753
541.079,140.235,27.9221,15.4432
541.163,180.866,32.4153,38.8704
541.248,188.303,21.951,10.5355
541.332,189.555,37.801,36.9105
541.416,206.729,9.71414,35.2427
541.5,187.354,8.78771,14.7747
541.584,179.168,19.6642,56.0145
541.668,187.912,23.7345,51.1051
541.752,165.838,33.6979,21.9314
541.836,162.958,20.3887,29.9734
541.921,173.585,19.918,33.5015
542.005,199.372,19.0101,49.7304
542.089,172.19,11.5642,29.3755
542.173,167.818,19.3075,15.4462
542.257,177.206,10.9222,31.1144
542.341,193.717,15.8886,58.8214
542.425,198.148,8.17506,26.388
542.509,198.889,24.5637,14.2956
542.593,276.599,20.2424,128.597
542.677,167.899,15.8155,38.738
542.762,202.287,31.7601,32.1659
542.846,202.347,23.1544,29.7677
542.93,209.494,27.1623,42.1039
543.014,227.824,38.1481,41.3185
543.098,193.719,50.2174,30.6973
543.182,214.454,8.61689,48.7017
543.266,216.635,17.505,7.46573
543.35,288.973,32.8201,44.5779
543.434,298.695,52.5042,21.2586
543.518,341.738,40.1673,30.9872
543.602,477.964,83.2206,47.3374
543.686,563.167,94.6178,21.9479
543.771,654.936,112.9,44.3588
543.855,733.483,144.47,27.0589
543.939,709.656,105.881,27.8081
544.023,600.157,98.693,33.8157
544.107,430.485,57.0866,26.3459
544.191,307.124,46.5041,28.868
544.275,224.985,31.7567,28.3761
544.359,199.323,37.827,31.9328
544.443,207.753,26.706,27.2552
544.527,226.694,31.675,46.742
544.611,230.555,43.3369,46.5078
544.695,198.253,40.0287,39.0542
544.779,241.686,45.7273,42.3467
544.863,219.446,44.1626,31.5755
544.947,237.753,18.1397,19.0257
545.031,211.485,33.3866,28.8032
545.115,231.089,49.4052,61.2406
545.2,244.694,25.7685,45.0819
545.284,211.805,31.2266,22.2959
545.368,207.589,37.5645,14.8028
545.452,221.019,43.2568,39.7023
545.536,202.827,12.4901,38.4399
545.62,215.852,23.0507,36.9931
545.704,219.839,39.0562,21.8655
545.788,197.782,25.8649,49.5063
545.872,206.259,31.2816,21.3924
545.956,205.979,47.583,26.5733
546.04,225.222,41.3993,26.9754
546.124,208.108,16.145,26.2448
546.208,207.678,38.1998,7.79218
546.292,254.876,53.1484,48.9833
546.376,240.876,53.1988,28.9758
546.46,269.969,51.5724,16.0168
546.544,294.845,56.2313,61.099
546.628,269.155,55.2826,35.4095
546.712,261.597,62.3372,44.7815
546.796,293.592,50.6089,43.1892
546.88,326.726,72.1217,24.167
546.964,340.729,65.8575,43.905
547.048,369.23,59.9187,43.461
547.132,367.596,96.9636,44.0118
547.216,364.636,63.9464,14.8367
547.3,363.305,80.065,49.0051
547.384,328.004,68.2455,42.1025
547.468,328.773,87.3459,27.3071
547.552,321.906,73.4315,19.6204
547.636,310.798,40.9698,38.8234
547.72,274.652,75.7757,28.0719
547.804,272.667,53.6358,33.1868
547.888,260.609,58.3988,25.225
547.972,294.397,69.8769,8.22262
548.056,280.076,63.2165,36.5
548.14,266.36,36.2451,28.2447
548.224,264.392,58.6992,40.4762
548.308,260.733,74.0963,38.1827
548.392,270.74,60.3427,22.5215
548.476,220.412,55.1427,10.4234
548.56,249.694,44.6531,22.7754
548.644,259.774,51.133,18.6553
548.728,227.023,48.4449,30.1417
548.812,255.703,54.8076,38.0683
548.896,249.083,60.667,15.0643
548.98,209.659,21.5796,28.6155
549.064,241.785,45.5967,33.9801
549.148,214.283,32.7937,27.7777
549.232,223.963,35.7402,30.0849
549.316,235.972,38.2386,0.0
549.4,253.141,36.5501,42.3324
549.484,255.101,50.3316,41.5618
549.568,217.23,26.8544,33.1825
549.652,224.593,56.6595,32.6266
549.736,239.388,67.4719,37.8638
549.819,272.805,49.4623,39.3323
549.903,270.753,51.2963,29.9075
549.987,310.827,43.629,44.3135
550.071,353.736,74.5876,38.8898
550.155,368.215,94.9032,36.4388
550.239,428.466,99.3525,47.2644
550.323,469.864,104.739,19.849
550.407,454.335,128.926,29.4422
550.491,470.832,130.629,26.0055
550.575,455.196,91.4829,1.90426
550.659,476.852,120.295,24.6528
550.743,552.37,107.931,34.9076
550.827,589.509,162.591,56.2087
550.911,585.395,142.434,35.9843
550.995,576.249,162.981,22.1958
551.079,603.811,127.687,42.1127
551.162,569.747,133.215,64.8463
551.246,521.607,135.729,33.0906
551.33,558.031,139.477,31.0114
551.414,593.13,114.722,36.3463
551.498,579.686,136.28,31.094
551.582,591.373,129.547,20.1164
551.666,532.706,118.822,24.5285
551.75,539.016,115.78,26.1957
551.834,530.633,129.732,49.7615
551.918,480.39,109.994,23.2758
552.002,504.501,116.607,49.8441
552.086,498.206,99.6034,34.8112
552.17,504.324,132.117,11.4379
552.253,478.8,111.24,29.059
552.337,490.722,98.873,36.8843
552.421,489.333,116.147,45.0533
552.505,494.148,104.103,17.3734
552.589,463.72,94.8824,5.7864
552.673,441.53,84.1866,23.1908
552.757,444.959,81.4721,19.5207
552.841,454.418,82.145,29.5253
552.925,453.798,89.4142,54.301
553.008,470.533,92.115,15.8761
553.092,478.814,94.6967,42.7259
553.176,512.687,93.3277,30.7239
553.26,538.9,84.8368,47.106
553.344,468.462,105.741,31.8277
553.428,498.798,108.061,47.6911
553.512,513.811,95.8963,28.8444
553.596,534.031,105.026,20.6647
553.68,544.016,113.952,44.5763
553.763,484.637,105.91,34.3496
553.847,512.554,102.968,27.8595
553.931,572.454,108.432,33.147
554.015,579.403,106.741,21.527
554.099,606.293,117.022,52.7863
554.183,583.283,107.074,8.75006
554.267,588.213,128.427,27.06
554.351,615.62,123.808,27.161
554.434,614.302,141.679,37.5841
554.518,640.592,131.838,35.4758
554.602,662.303,127.81,46.537
554.686,694.476,139.218,24.3701
554.77,746.412,148.311,30.7031
554.854,759.176,165.256,8.51498
554.938,839.598,176.014,33.2314
555.021,852.675,153.445,33.7479
555.105,847.698,166.765,32.0468
555.189,845.95,170.043,48.5948
555.273,885.165,191.247,41.6611
555.357,928.465,187.92,31.4399
555.441,956.066,201.384,38.0149
555.524,942.184,186.982,36.6948
555.608,920.707,185.0,33.2392
555.692,940.171,189.431,33.316
555.776,912.956,175.399,44.3303
555.86,894.292,193.408,26.4857
555.944,850.83,175.538,38.729
556.027,834.611,163.041,41.3518
556.111,887.453,176.071,32.4804
556.195,855.493,164.23,34.9272
556.279,896.618,176.294,19.8005
556.363,921.803,187.52,39.7971
556.447,919.751,181.78,42.1144
556.53,877.547,171.356,41.4159
556.614,915.837,179.887,37.3809
556.698,879.997,200.244,19.8365
556.782,911.791,171.865,28.1468
556.866,978.967,198.656,0.0
556.949,1018.19,203.512,53.448
557.033,1055.28,217.146,43.0214
557.117,1101.76,229.145,46.6291
557.201,1049.24,207.978,45.7166
557.285,1014.82,223.537,17.8547
557.369,1101.31,199.903,52.1899
557.452,1079.41,229.303,28.3725
557.536,1149.12,231.256,55.2117
557.62,1220.78,242.729,51.7814
557.704,1222.33,260.688,40.7721
557.788,1277.27,268.673,32.9075
557.871,1344.07,272.42,30.6201
557.955,1449.1,287.639,32.7062
558.039,1497.59,316.827,8.28528
558.123,1561.57,308.368,34.8546
558.206,1640.5,326.541,35.6905
558.29,1689.52,344.038,12.3453
558.374,1717.15,377.526,35.6027
558.458,1787.77,376.122,34.9587
558.542,1804.56,392.485,33.9926
558.625,1873.07,359.463,26.5967
558.709,1915.19,410.16,29.3875
558.793,2027.36,432.63,56.9109
558.877,2081.62,434.52,34.9877
558.961,2169.33,446.739,50.882
559.044,2002.21,408.582,18.111
559.128,1804.87,386.605,11.9139
559.212,1657.58,334.142,23.5503
559.296,1480.83,295.906,75.0777
559.379,1384.45,285.284,18.3017
559.463,1510.4,304.341,32.0189
559.547,1557.42,333.177,28.5154
559.631,1702.48,351.864,47.4243
559.714,1682.64,343.267,10.9283
559.798,1707.38,359.271,25.0126
559.882,1570.37,347.639,31.9165
559.966,1509.4,311.999,37.2962
560.049,1441.2,300.452,45.5517
560.133,1318.61,301.959,46.3903
560.217,1327.57,263.205,29.9574
560.301,1302.88,270.125,41.5843
560.384,1254.46,269.744,43.9516
560.468,1329.87,260.462,40.1735
560.552,1402.97,295.228,41.1853
560.636,1488.24,305.914,22.6868
560.719,1431.48,295.984,20.0019
560.803,1414.1,276.217,32.1066
560.887,1259.37,261.381,17.4586
560.971,1155.94,227.675,43.7382
561.054,1060.05,217.228,17.48
561.138,1051.36,211.281,15.3406
561.222,1096.48,230.38,35.0689
561.305,1135.75,246.553,42.9318
561.389,1178.93,247.329,51.16
561.473,1173.18,253.599,8.8237
561.557,1288.99,276.013,31.2457
561.64,1311.45,255.559,19.0235
561.724,1275.22,266.59,51.6066
561.808,1187.89,233.039,51.9348
561.892,1134.94,232.597,32.8412
561.975,986.037,214.661,25.1147
562.059,990.65,189.898,20.7161
562.143,966.428,182.377,37.4543
562.226,1038.2,235.261,58.1655
562.31,1117.39,213.817,17.2047
562.394,1186.41,257.296,29.1508
562.477,1226.18,241.009,21.6839
562.561,1178.86,257.675,30.6104
562.645,1062.69,242.92,55.3429
562.729,949.89,211.408,39.7585
562.812,833.314,175.886,33.7737
562.896,789.867,153.6,44.1211
562.98,838.728,162.331,32.6348
563.063,823.948,185.967,27.139
563.147,811.272,180.909,42.8615
563.231,794.283,167.205,29.1491
563.314,844.989,187.756,47.3606
563.398,906.332,176.543,36.0679
563.482,831.113,184.174,27.4768
563.565,703.457,158.923,27.616
563.649,576.727,121.042,21.0361
563.733,395.35,100.774,36.2664
563.817,354.563,48.6162,27.4287
563.9,295.571,45.0803,54.7258
563.984,285.182,48.8607,12.1149
564.068,322.989,47.1597,26.4382
564.151,281.128,44.6298,11.6104
564.235,259.984,43.1062,29.2423
564.319,288.524,38.8555,38.6673
564.402,268.9,73.4401,35.1545
564.486,247.995,41.5262,28.7223
564.57,199.491,46.9068,37.8352
564.653,237.168,6.25098,8.61077
564.737,197.146,49.0746,31.6666
564.821,206.664,20.8478,40.093
564.904,180.969,30.9079,32.6927
564.988,197.203,15.5077,7.14757
565.071,194.81,23.5859,30.9689
565.155,183.896,23.632,14.8666
565.239,177.635,19.8938,11.6097
565.322,222.375,21.0855,53.3457
565.406,187.084,22.5187,27.3395
565.49,191.296,30.472,2.05971
565.573,177.57,24.2786,38.3056
565.657,176.489,13.5941,32.309
565.741,200.617,35.7452,42.5105
565.824,191.81,24.2969,48.7226
565.908,158.943,12.0275,31.9665
565.992,186.818,24.7602,22.7047
566.075,199.786,41.1127,32.1227
566.159,174.487,35.0098,31.9458
566.242,185.03,18.7465,52.0457
566.326,186.291,40.0268,40.4723
566.41,187.725,38.6465,25.5224
566.493,207.659,20.4289,17.8767
566.577,243.899,57.0543,69.6814
566.661,196.612,25.0149,56.255
566.744,187.689,7.99346,26.8525
566.828,219.904,36.5462,21.9296
566.911,213.883,32.3668,34.2044
566.995,226.27,42.0402,50.961
567.079,223.659,21.5229,35.2424
567.162,211.669,26.4556,42.6406
567.246,209.436,16.5386,44.2299
567.329,224.048,23.3913,53.3802
567.413,221.062,47.7726,46.5715
567.497,227.9,17.453,59.69
567.58,224.204,10.5484,45.6178
567.664,238.33,36.283,43.0862
567.747,223.44,23.9534,32.8388
567.831,224.22,30.0917,25.1535
567.915,231.313,2.22329,32.7931
567.998,201.202,36.1659,44.1877
568.082,238.514,37.8999,20.3327
568.165,225.893,16.1683,27.6454
568.249,241.006,15.2734,42.2132
568.333,261.963,40.3289,28.2173
568.416,265.792,48.7633,29.3156
568.5,257.408,22.4932,47.1462
568.583,284.662,35.6628,62.658
568.667,242.186,43.1791,10.3516
568.751,255.185,48.6226,56.1191
568.834,259.972,38.2927,33.3259
568.918,278.324,51.6364,15.9058
569.001,260.432,26.9618,33.2399
569.085,242.094,40.1221,47.1234
569.168,247.438,39.6551,42.6374
569.252,263.347,20.5045,37.7931
569.336,246.787,43.5681,32.4289
569.419,249.642,45.6842,46.4796
569.503,251.697,49.9977,23.1399
569.586,237.209,45.5088,46.0617
569.67,268.11,50.1336,48.5633
569.753,243.946,45.5432,37.7801
569.837,265.875,59.3724,47.694
569.92,242.889,33.5049,50.9222
570.004,257.779,51.1469,38.2331
570.088,218.79,40.909,26.5503
570.171,248.982,39.9054,54.2844
570.255,252.723,53.9497,15.9731
570.338,257.145,36.4615,47.4289
570.422,232.287,55.8019,54.5201
570.505,242.373,30.6831,50.6799
570.589,223.556,22.9111,34.0467
570.672,222.479,55.1812,13.0358
570.756,224.923,58.436,34.3218
570.839,220.193,23.93,24.9493
570.923,247.145,49.9783,62.551
571.007,242.094,26.2113,20.9092
571.09,209.376,37.4311,47.9933
571.174,210.618,34.8249,39.405
571.257,180.942,17.9539,18.4665
571.341,198.001,19.8074,29.5178
571.424,196.043,7.78433,23.4641
571.508,202.213,39.5544,24.446
571.591,194.529,30.4322,28.7766
571.675,180.871,32.7043,43.7909
571.758,188.888,10.109,51.262
571.842,171.403,25.987,10.0196
571.925,166.482,23.8538,29.6754
572.009,196.56,25.0059,34.6305
572.092,176.292,23.1929,14.3624
572.176,179.603,17.9143,22.0428
572.259,177.093,19.7242,23.0829
572.343,200.23,29.4039,38.3004
572.426,162.402,8.76986,24.7757
572.51,181.014,19.6698,13.8968
572.593,173.262,26.5965,40.0044
572.677,171.461,1.79742,33.2883
572.76,166.168,18.5905,41.6487
572.844,165.559,22.3473,25.2024
572.927,172.638,30.109,24.635
573.011,178.104,14.2567,37.4737
573.094,132.912,22.4591,29.4195
573.178,148.951,5.93581,27.1623
573.261,176.405,17.4048,63.9011
573.345,176.071,17.2104,26.4296
573.428,182.046,28.8565,46.0579
573.512,161.377,20.1457,19.3817
573.595,167.768,28.5724,33.1456
573.679,180.81,32.2718,42.9104
573.762,175.118,23.8979,40.7686
573.846,185.872,10.3963,34.5923
573.929,167.633,16.9133,45.8446
574.013,166.148,25.7506,35.3487
574.096,180.278,32.8653,50.0243
574.18,174.684,13.0506,23.1313
574.263,158.698,14.5642,44.8284
574.347,151.233,19.9621,26.9865
574.43,212.029,24.1846,69.7605
574.514,157.445,17.69,40.0256
574.597,134.014,26.8495,21.783
574.68,157.826,9.9336,31.1221
574.764,170.607,21.3521,50.4571
574.847,191.16,32.9295,49.7109
574.931,159.074,32.8522,53.6692
575.014,157.558,15.246,27.0316
575.098,180.448,38.0921,28.6226
575.181,134.582,1.07474,34.9121
575.265,175.69,0.0,61.2744
575.348,174.978,28.2972,42.54
575.432,125.434,34.1673,11.0182
575.515,190.118,22.7629,29.281
575.598,172.884,19.5819,28.7046
575.682,163.658,9.14746,40.7773
575.765,174.798,0.0,13.4153
575.849,154.872,18.0208,31.4454
575.932,148.295,26.5468,16.4031
576.016,186.864,24.2685,39.6809
576.099,161.926,13.6849,52.6985
576.182,190.457,22.7153,59.6573
576.266,153.766,17.8191,36.0739
576.349,147.459,22.6969,17.7512
576.433,154.896,20.1251,48.672
576.516,157.227,9.31661,41.7193
576.6,189.413,2.53818,36.2224
576.683,174.105,9.93116,31.8367
576.766,184.129,4.97844,45.1377
576.85,137.259,9.26264,19.02
576.933,130.828,17.7307,33.6158
577.017,183.731,18.8701,44.7392
577.1,155.785,28.2803,37.8192
577.184,150.735,18.3017,29.4926
577.267,159.419,0.0,38.1771
577.35,158.492,10.0407,27.4192
577.434,127.53,4.05601,20.7605
577.517,140.305,21.9548,44.1846
577.601,149.108,9.87329,29.5042
577.684,162.84,16.618,28.2177
577.767,157.384,0.0,41.0573
577.851,139.563,10.6985,33.6122
577.934,171.579,17.0875,23.5757
578.018,144.047,3.53589,26.3549
578.101,125.653,7.46959,21.6138
578.184,177.061,43.6797,15.9515
578.268,162.296,16.1183,34.7736
578.351,158.07,20.4834,30.2744
578.435,131.451,25.358,49.8039
578.518,137.883,24.1063,19.371
578.601,181.031,7.75873,46.6811
578.685,154.847,19.1163,36.882
578.768,156.577,17.6812,20.3156
578.851,160.688,27.0234,32.8919
578.935,163.855,11.7281,35.2398
579.018,161.584,32.0681,29.6922
579.102,180.362,22.5519,35.6357
579.185,179.166,26.2896,36.8976
579.268,168.123,19.7685,29.4043
579.352,156.127,34.2888,37.8884
579.435,159.19,10.3101,17.1944
579.518,169.448,29.3228,31.2757
579.602,181.247,41.9391,15.7683
579.685,200.671,38.1139,29.7307
579.768,198.684,12.6259,36.2086
579.852,208.412,42.5061,51.6714
579.935,194.23,21.4918,18.6478
580.019,197.493,41.1305,49.2173
580.102,201.696,44.2244,25.8403
580.185,211.385,39.8093,27.3377
580.269,205.693,43.2593,12.6345
580.352,247.659,38.6208,46.6815
580.435,226.216,23.2773,24.9647
580.519,230.436,27.187,34.6465
580.602,208.591,18.9383,6.79396
580.685,244.893,53.1423,34.6308
580.769,250.039,52.0928,37.5923
580.852,304.902,39.8081,36.7499
580.935,265.799,54.637,32.599
581.019,286.319,40.7608,31.8206
581.102,267.203,49.6162,53.1181
581.185,269.33,46.6241,38.8613
581.269,300.713,53.2996,48.9452
581.352,286.616,68.0331,40.036
581.435,300.886,35.7189,19.6264
581.519,300.766,39.11,40.8063
581.602,315.563,39.9435,35.6687
581.685,335.042,67.061,30.2989
581.769,322.456,74.1694,20.7167
581.852,325.488,52.9031,55.1517
581.935,347.034,52.4989,40.6529
582.019,356.828,51.4665,23.6856
582.102,394.138,73.8698,13.209
582.185,392.074,79.5316,33.2633
582.269,446.336,72.1631,30.182
582.352,445.148,78.9412,42.9201
582.435,472.526,91.3482,25.7879
582.518,470.402,94.4024,49.8791
582.602,494.246,118.589,43.139
582.685,522.707,102.679,19.9906
582.768,498.848,117.879,45.8298
582.852,534.615,117.297,39.8175
582.935,566.799,114.07,19.5731
583.018,579.978,132.329,38.7593
583.102,640.076,122.439,21.3066
583.185,638.63,116.136,41.1599
583.268,660.897,144.562,23.8316
583.351,695.796,135.166,42.62
583.435,704.459,145.206,45.5486
583.518,736.384,142.113,61.3622
583.601,738.279,144.673,19.2937
583.685,771.972,160.889,32.78
583.768,758.338,153.554,48.9103
583.851,771.905,158.865,44.182
583.934,742.078,132.553,28.5541
584.018,668.48,135.757,38.5147
584.101,662.79,123.045,45.932
584.184,622.737,137.328,49.0237
584.267,615.456,122.744,41.4688
584.351,655.062,134.6,35.7465
584.434,697.719,157.465,28.9778
584.517,746.648,144.944,24.386
584.601,819.897,154.944,42.4758
584.684,790.799,175.165,29.4889
584.767,760.66,172.452,23.652
584.85,726.197,170.738,23.5962
584.934,821.687,147.917,41.2615
585.017,775.578,178.658,37.751
585.1,779.218,173.158,37.8415
585.183,784.097,163.732,41.0815
585.267,781.261,173.807,28.9619
585.35,760.764,176.469,21.0258
585.433,755.814,163.72,39.0135
585.516,770.576,152.328,64.9709
585.6,779.352,172.441,30.3297
585.683,820.434,155.34,28.5396
585.766,840.668,174.297,39.2163
585.849,842.265,169.698,30.9836
585.933,872.551,215.041,14.029
586.016,876.477,184.228,36.5232
586.099,870.42,184.291,44.6652
586.182,877.772,162.892,49.0144
586.266,838.172,168.116,49.2818
586.349,814.45,149.556,22.5556
586.432,831.864,192.979,35.6007
586.515,905.464,193.717,33.5611
586.598,1038.84,213.185,41.0529
586.682,1106.55,219.073,44.8617
586.765,1150.74,249.685,23.5168
586.848,1187.99,249.239,7.79527
586.931,1249.95,286.004,43.8171
587.015,1322.28,249.709,27.123
587.098,1468.78,301.175,4.59534
587.181,1712.5,376.624,47.885
587.264,2424.61,520.212,27.0864
587.347,3986.17,871.558,33.5256
587.431,7391.75,1623.3,34.5119
587.514,12449.8,2731.86,39.9731
587.597,16299.9,4145.7,33.321
587.68,16321.7,5983.45,22.9047
587.763,16295.2,8323.54,32.9926
587.847,16335.1,10653.9,17.9934
587.93,16342.7,13837.9,42.0127
588.013,16304.9,12947.8,50.8652
588.096,16323.1,10114.8,40.7082
588.179,16297.4,6749.48,21.8326
588.263,16258.6,2335.7,56.4292
588.346,16325.5,426.006,59.1911
588.429,16329.2,319.242,56.8705
588.512,16341.7,295.881,19.924
588.595,16324.7,273.027,9.76505
588.678,12842.1,237.62,7.16604
588.762,6241.59,239.184,44.3396
588.845,1123.19,219.81,39.1197
588.928,1000.72,227.203,31.3348
589.011,936.862,170.66,27.0037
589.094,912.962,155.527,11.8413
589.178,964.895,166.324,60.2248
589.261,963.763,184.189,47.3502
589.344,1035.33,175.073,34.8158
589.427,1012.42,168.593,20.3689
589.51,950.529,151.309,33.2978
589.593,894.12,150.303,29.5899
589.677,780.088,163.135,39.8031
589.76,762.578,140.654,42.2276
589.843,723.118,137.918,10.9597
589.926,723.813,127.944,26.1266
590.009,641.536,121.584,26.0427
590.092,596.317,92.4159,37.3489
590.176,500.236,74.8609,17.7268
590.259,481.698,70.0818,17.4838
590.342,426.867,67.0974,34.7429
590.425,424.546,70.7513,22.8641
590.508,466.052,93.8274,25.5951
590.591,461.754,95.3883,39.3195
590.674,497.788,101.771,50.5039
590.758,469.31,103.919,22.2997
590.841,519.705,86.0055,42.6567
590.924,486.799,95.2794,53.1689
591.007,466.599,107.522,31.0575
591.09,503.13,79.0201,30.451
591.173,425.133,70.7389,42.293
591.256,462.875,100.547,20.7792
591.339,441.762,87.4182,37.3493
591.423,464.911,81.0557,41.3844
591.506,471.28,95.1646,32.7339
591.589,470.616,75.2938,58.8304
591.672,497.346,113.598,55.5238
591.755,485.194,73.2973,45.2833
591.838,455.213,80.2061,10.6602
591.921,459.995,93.8956,62.4093
592.004,465.78,88.0872,42.7993
592.088,413.248,102.578,26.5854
592.171,415.03,64.8796,37.9239
592.254,395.92,72.6398,40.3868
592.337,395.358,89.5784,35.1821
592.42,393.445,89.5476,48.5616
592.503,424.708,75.054,33.6761
592.586,401.817,78.2321,31.5384
592.669,434.18,73.9145,30.5864
592.752,474.392,88.7067,47.0423
592.836,416.657,81.7428,23.7134
592.919,452.593,112.828,37.2582
593.002,404.346,80.504,30.7901
593.085,382.279,40.7588,11.7267
593.168,380.779,74.3716,39.4449
593.251,349.814,76.5169,30.5984
593.334,331.111,70.9945,33.7409
593.417,358.246,78.1792,32.2034
593.5,348.283,42.7215,26.3366
593.583,391.312,50.4567,30.5901
593.666,357.948,61.1231,41.4626
593.75,395.553,68.8098,12.9856
593.833,406.073,76.9503,36.0668
593.916,374.963,81.883,27.0756
593.999,397.183,64.3416,46.5646
594.082,456.721,78.2742,40.2935
594.165,411.414,69.2129,46.3229
